evolution$generation,redCrossActivationDelay,redCrossEfficiencyProbability,redCrossExhaustionProbability,zombies,rescued,humansDynamic,evolution$samples
4500,4,1.0,0.6829747333188013,0.28,1.7800000000000011,38.34,100
4500,5,0.9999991928159065,0.9847654040914047,0.21999999999999997,5.219999999999999,346.85999999999996,2
4500,2,1.0,0.9188991632773182,0.21999999999999997,12.219999999999999,345.28000000000026,2
4500,5,1.0,0.6508777874942109,0.28,1.2199999999999989,40.43999999999998,100
4500,5,0.999998244961632,0.6621017305138615,0.28,0.21999999999999886,56.979999999999976,41
4500,6,0.9999677219111469,0.6854747639075394,0.28,0.7199999999999989,77.62,100
4500,3,1.0,0.9433123998260419,0.28,0.21999999999999886,63.62000000000003,58
4500,4,1.0,0.6294046230727891,0.28,0.7800000000000011,45.67999999999998,100
4500,3,0.9999834573574999,0.5633991499514165,0.28,0.21999999999999886,92.17999999999995,100
