evolution$generation,p1,p2,p3,oppPeakSize,finalZombies,evolution$samples
4596,9.90597277841609,8.056617236059934,1.0,-3.0,24.0,1
4596,9.365162390485208,8.171453170617916,0.6676989826125319,-62.0,251.0,1
4596,9.182917242966965,6.848658515071722,0.7177028980784581,-16.0,238.5,100
4596,9.068193459606068,7.986757560504404,0.9962701837090642,-27.0,132.0,1
4596,9.726691331419254,5.648648761891234,0.5078209233268522,-41.0,141.0,1
4596,8.97855945659757,4.926935539442194,0.3321582452548887,-15.0,132.5,2
4596,8.590319475087828,8.55993402175923,0.9797987688598022,-9.0,31.0,1
4596,6.885808487844848,9.474408378826558,0.7798460445756528,-58.0,230.0,1
4596,9.377964092365378,4.706463071018827,0.2953784387880335,-53.0,212.0,1
4596,9.144260523968644,8.02811863477352,0.9991448978805773,-14.0,117.5,2
4596,9.057328169243261,7.91203776714181,0.9015484418861583,-17.0,65.0,1
4596,7.776177254972922,7.717448323712306,0.6594903151618638,-46.0,177.0,1
4596,9.925667188250877,3.9631767953040353,0.22137265154881103,-10.0,49.0,1
4596,9.946210909973914,4.043305221802607,0.22386286613318493,-26.5,200.0,2
4596,9.43000573318688,7.783779170632498,0.9207201313292742,-11.0,51.0,1
4596,9.438282782578774,7.445709234857813,0.8518314455243576,-13.0,57.0,1
4596,9.073827656889293,7.777978117763139,0.8685469264994841,-26.0,84.0,1
4596,9.316658232531324,7.403391716661017,0.822459837911546,-17.5,160.5,2
4596,9.414760252543983,7.254516665805348,0.817593001350797,-19.0,83.0,1
4596,9.679051427688595,7.718682296657694,0.8876262770735377,-22.5,194.5,2
4596,9.48133794980236,6.84555171512466,0.7705255832555243,-13.0,178.5,4
4596,9.370380919892956,7.41238989112789,0.8353151313646355,-47.0,211.0,1
4596,8.249789097703593,7.562545715431527,0.680333138460507,-41.0,240.5,2
4596,8.632733008365658,7.638850085148506,0.744001801379349,-36.0,236.5,2
4596,9.473694284249737,7.318508524917662,0.905340450602216,-14.0,216.0,87
4596,9.518710867912713,7.204576870633246,0.8652167948950888,-19.0,173.5,2
4596,9.265716332399247,8.334488758053936,0.9300745003989591,-18.0,241.0,18
4596,10.0,6.864189246830102,0.8944435976994614,-16.5,230.5,36
4596,8.895596989121259,6.378445457878966,0.568499577228777,-24.0,249.0,3
4596,9.792678266890434,7.323660763763406,0.7743813864691109,-23.0,210.0,3
4596,9.077205732749634,7.768629303020996,0.8966333570686198,-14.0,186.5,4
4596,9.063660624429785,7.8019755155314146,0.8936598507941673,-17.0,224.0,9
4596,6.764741799215509,8.990274596153304,0.7535562806872256,-19.0,242.0,88
4596,8.96017170707104,7.7225228187125134,0.8966764307376207,-11.0,178.0,5
4596,8.569489089913803,8.599999423162744,0.9849117807425726,-17.0,229.0,17
4596,9.219949377311908,8.387210978542992,1.0,-22.5,232.0,10
4596,9.079702098358212,7.8969874501279405,0.9003283848533982,-21.0,216.5,8
4596,9.336604922174748,8.302721968230902,0.9999998140758676,-16.0,228.5,56
4596,9.33102326430574,6.824720416422342,0.7616769675656879,-18.0,204.5,4
4596,9.018498942542166,7.68207664373349,0.8739077071892087,-17.0,242.5,100
4596,9.471879308385846,7.531747096685114,0.8589453123331494,-15.0,211.5,8
4596,7.195996516905495,9.623325611562693,0.9559688279243068,-20.0,239.5,14
4596,9.059782258496272,8.300488231065257,0.9930243837785399,-18.0,236.0,17
4596,10.0,6.986179403659171,0.9084862992841651,-17.0,233.0,39
4596,10.0,7.726311626961199,0.9938856898475744,-20.0,243.0,37
4596,10.0,7.603912338465881,0.9814175857339209,-17.0,242.0,96
4596,9.095873467195302,7.525924605487071,0.9898807035905863,-16.0,152.0,2
4596,9.45851368132423,7.44273276383099,0.9088846409733292,-15.0,221.0,45
4596,9.599633106021539,8.486412579599929,0.9992624980479076,-19.0,229.0,9
4596,9.306772459659308,8.28335581385161,0.9999827946579782,-30.0,231.5,2
4596,9.41466501608747,7.252259787093856,0.817603717341606,-15.0,237.0,100
